Timestamp,EarShoulderDiff,ShoulderHipDiff,PostureStatus,SpineAngle,HunchbackStatus
2025-07-10 11:42:01.487,-0.3397,-0.8161,False,,0
2025-07-10 11:42:04.619,-0.3389,-0.8320,False,,0
2025-07-10 11:42:07.725,-0.3559,-0.8118,False,,0
2025-07-10 11:42:10.843,-0.3575,-0.8367,False,,0
2025-07-10 11:42:13.940,-0.3497,-0.8378,False,,0
2025-07-10 11:42:17.048,-0.3407,-0.8433,False,,0
2025-07-10 11:42:20.130,-0.3213,-0.8472,False,,0
2025-07-10 11:42:23.240,-0.3232,-0.8451,False,,0
2025-07-10 11:42:26.355,-0.3197,-0.8468,False,,0
2025-07-10 11:42:29.487,-0.3220,-0.8555,False,,0
2025-07-10 11:42:32.578,-0.2944,-0.8538,False,,0
2025-07-10 11:42:35.684,-0.3175,-0.8507,False,,0
2025-07-10 11:42:38.779,-0.3276,-0.8521,False,,0
2025-07-10 11:42:41.881,-0.3795,-0.8513,False,,0
2025-07-10 11:42:44.979,-0.3719,-0.8503,False,,0
2025-07-10 11:42:48.087,-0.3700,-0.8515,False,,0
2025-07-10 11:42:51.194,-0.3545,-0.8619,False,,0
2025-07-10 11:42:54.290,-0.3487,-0.8599,False,,0
2025-07-10 11:42:57.378,-0.3465,-0.8632,False,,0
2025-07-10 11:43:00.479,-0.3419,-0.8616,False,,0
2025-07-10 11:43:03.580,-0.3300,-0.8660,False,,0
2025-07-10 11:43:06.688,-0.3298,-0.8661,False,,0
2025-07-10 11:43:09.782,-0.3221,-0.8637,False,,0
2025-07-10 11:43:12.886,-0.3192,-0.8626,False,,0
2025-07-10 11:43:15.986,-0.3165,-0.8651,False,,0
2025-07-10 11:43:19.084,-0.3183,-0.8699,False,,0
2025-07-10 11:43:22.196,-0.3204,-0.8666,False,,0
2025-07-10 11:43:25.298,-0.3227,-0.8675,False,,0
2025-07-10 11:43:28.426,-0.3245,-0.8669,False,,0
2025-07-10 11:43:31.535,-0.3280,-0.8692,False,,0
2025-07-10 11:43:34.664,-0.3279,-0.8712,False,,0
2025-07-10 11:43:37.795,-0.3030,-0.8881,False,,0
2025-07-10 11:43:40.898,-0.3090,-0.8862,False,,0
2025-07-10 11:43:43.990,-0.3112,-0.8522,False,,0
2025-07-10 11:43:47.115,-0.3063,-0.8321,False,,0
2025-07-10 11:43:50.235,-0.3057,-0.8315,False,,0
2025-07-10 11:43:53.355,-0.3052,-0.8392,False,,0
2025-07-10 11:43:56.460,-0.3350,-0.8350,False,,0
2025-07-10 11:43:59.557,-0.3339,-0.8357,False,,0
2025-07-10 11:44:02.664,-0.3354,-0.8342,False,,0
2025-07-10 11:44:05.798,-0.3229,-0.8304,False,,0
2025-07-10 11:44:08.899,-0.3285,-0.8278,False,,0
2025-07-10 11:44:12.024,-0.3217,-0.8252,False,,0
2025-07-10 11:44:15.135,-0.3159,-0.8253,False,,0
2025-07-10 11:44:18.237,-0.3166,-0.8241,False,,0
2025-07-10 11:44:21.371,-0.3078,-0.8148,False,,0
2025-07-10 11:44:24.498,-0.2905,-0.8127,False,,0
2025-07-10 11:44:27.605,-0.2715,-0.8027,False,,0
2025-07-10 11:44:30.723,-0.2769,-0.8082,False,,0
2025-07-10 11:44:33.837,-0.2824,-0.8069,False,,0
2025-07-10 11:44:36.936,-0.2768,-0.8021,False,,0
2025-07-10 11:44:40.064,-0.2789,-0.7971,False,,0
2025-07-10 11:44:43.176,-0.2758,-0.7964,False,,0
2025-07-10 11:44:46.291,-0.3378,-0.8154,False,,0
2025-07-10 11:44:49.398,-0.3461,-0.8259,False,,0
2025-07-10 11:44:52.505,-0.3442,-0.8325,False,,0
2025-07-10 11:44:55.606,-0.3384,-0.8294,False,,0
2025-07-10 11:44:58.707,-0.3407,-0.8290,False,,0
2025-07-10 11:45:01.807,-0.3361,-0.8269,False,,0
2025-07-10 11:45:04.914,-0.3268,-0.8222,False,,0
2025-07-10 11:45:08.039,-0.3167,-0.8102,False,,0
2025-07-10 11:45:11.196,-0.3109,-0.8027,False,,0
2025-07-10 11:45:14.315,-0.3073,-0.8061,False,,0
2025-07-10 11:45:17.448,-0.3051,-0.8055,False,,0
2025-07-10 11:45:20.573,-0.3051,-0.8081,False,,0
2025-07-10 11:45:23.677,-0.3042,-0.8091,False,,0
2025-07-10 11:45:26.812,-0.2518,-0.8376,False,,0
2025-07-10 11:45:29.909,-0.2797,-0.8263,False,,0
2025-07-10 11:45:33.009,-0.2841,-0.8245,False,,0
2025-07-10 11:45:36.110,-0.2812,-0.8256,False,,0
2025-07-10 11:45:39.207,-0.2576,-0.8303,False,,0
2025-07-10 11:45:42.338,-0.2612,-0.8243,False,,0
2025-07-10 11:45:45.469,-0.2318,-0.8269,False,,0
2025-07-10 11:45:48.573,-0.2405,-0.8674,False,,0
2025-07-10 11:45:51.678,-0.3414,-0.8519,False,,0
2025-07-10 11:45:54.782,-0.3247,-0.8386,False,,0
2025-07-10 11:45:57.916,-0.3134,-0.8376,False,,0
2025-07-10 11:46:01.050,-0.2913,-0.7989,False,,0
2025-07-10 11:46:04.178,-0.2801,-0.8017,False,,0
2025-07-10 11:46:07.308,-0.2805,-0.8078,False,,0
2025-07-10 11:46:10.413,-0.2769,-0.8083,False,,0
2025-07-10 11:46:13.542,-0.2733,-0.7966,False,,0
2025-07-10 11:46:16.667,-0.2780,-0.8003,False,,0
2025-07-10 11:46:19.785,-0.2781,-0.8002,False,,0
2025-07-10 11:46:22.917,-0.3232,-0.8233,False,,0
2025-07-10 11:46:26.046,-0.3232,-0.8301,False,,0
2025-07-10 11:46:29.146,-0.3135,-0.8375,False,,0
2025-07-10 11:46:32.251,-0.3082,-0.8396,False,,0
2025-07-10 11:46:35.404,-0.3192,-0.8462,False,,0
2025-07-10 11:46:38.539,-0.3175,-0.8471,False,,0
2025-07-10 11:46:41.650,-0.3140,-0.8455,False,,0
2025-07-10 11:46:44.775,-0.3093,-0.8458,False,,0
2025-07-10 11:46:47.889,-0.3078,-0.8454,False,,0
2025-07-10 11:46:51.020,-0.3081,-0.8408,False,,0
2025-07-10 11:46:54.124,-0.3036,-0.8414,False,,0
2025-07-10 11:46:57.236,-0.3037,-0.8426,False,,0
2025-07-10 11:47:00.352,-0.2922,-0.8434,False,,0
2025-07-10 11:47:03.457,-0.2649,-0.8428,False,,0
2025-07-10 11:47:06.592,-0.2464,-0.8366,False,,0
2025-07-10 11:47:09.725,-0.2509,-0.8305,False,,0
2025-07-10 11:47:12.855,-0.2965,-0.8621,False,,0
2025-07-10 11:47:15.986,-0.3067,-0.8758,False,,0
2025-07-10 11:47:19.087,-0.3082,-0.8743,False,,0
2025-07-10 11:47:22.180,-0.3016,-0.8624,False,,0
2025-07-10 11:47:25.289,-0.2935,-0.8639,False,,0
2025-07-10 11:47:28.394,-0.2936,-0.8493,False,,0
2025-07-10 11:47:31.530,-0.3091,-0.8382,False,,0
2025-07-10 11:47:34.662,-0.3135,-0.8310,False,,0
2025-07-10 11:47:37.790,-0.3050,-0.8274,False,,0
2025-07-10 11:47:40.896,-0.2906,-0.8206,False,,0
2025-07-10 11:47:44.025,-0.2900,-0.8326,False,,0
2025-07-10 11:47:47.125,-0.2819,-0.8312,False,,0
2025-07-10 11:47:50.256,-0.2825,-0.8332,False,,0
2025-07-10 11:47:53.361,-0.2918,-0.8385,False,,0
2025-07-10 11:47:56.460,-0.2965,-0.8369,False,,0
2025-07-10 11:47:59.566,-0.2960,-0.8340,False,,0
2025-07-10 11:48:02.687,-0.3026,-0.8509,False,,0
2025-07-10 11:48:05.795,-0.2689,-0.8761,False,,0
2025-07-10 11:48:08.896,-0.2745,-0.8907,False,,0
2025-07-10 11:48:11.999,-0.2616,-0.8910,False,,0
2025-07-10 11:48:15.133,-0.2633,-0.8769,False,,0
2025-07-10 11:48:18.266,-0.2628,-0.9031,False,,0
2025-07-10 11:48:21.362,-0.2775,-0.9186,False,,0
2025-07-10 11:48:24.495,-0.3053,-0.9025,False,,0
2025-07-10 11:48:27.600,-0.3654,-0.9133,False,,0
2025-07-10 11:48:30.738,-0.3764,-0.9150,False,,0
2025-07-10 11:48:33.871,-0.3650,-0.9033,False,,0
2025-07-10 11:48:36.987,-0.3431,-0.8854,False,,0
2025-07-10 11:48:40.097,-0.3286,-0.8728,False,,0
2025-07-10 11:48:43.230,-0.3230,-0.8714,False,,0
2025-07-10 11:48:46.340,-0.3184,-0.8764,False,,0
2025-07-10 11:48:49.469,-0.3154,-0.8760,False,,0
2025-07-10 11:48:52.601,-0.3175,-0.8779,False,,0
2025-07-10 11:48:55.730,-0.2843,-0.8617,False,,0
2025-07-10 11:48:58.833,-0.2730,-0.8573,False,,0
2025-07-10 11:49:01.941,-0.2714,-0.8588,False,,0
2025-07-10 11:49:05.051,-0.2114,-0.8653,False,,0
2025-07-10 11:54:47.860,0.0000,0.0000,False,,0
2025-07-10 11:54:50.970,-0.2612,-0.7473,False,,0
2025-07-10 11:54:54.075,-0.2707,-0.7475,False,,0
2025-07-10 11:54:57.201,-0.2723,-0.7641,False,,0
2025-07-10 11:55:00.308,-0.2623,-0.7961,False,,0
2025-07-10 11:55:03.428,-0.2830,-0.8036,False,,0
2025-07-10 11:55:06.526,-0.2586,-0.8406,False,,0
2025-07-10 11:55:09.627,-0.2563,-0.8481,False,,0
2025-07-10 11:55:12.725,-0.2371,-0.8207,False,,0
2025-07-10 11:55:15.830,-0.2264,-0.8073,False,,0
2025-07-10 11:55:18.929,-0.2181,-0.8086,False,,0
2025-07-10 11:55:22.029,-0.2165,-0.8080,False,,0
2025-07-10 11:55:25.120,-0.2192,-0.8003,False,,0
2025-07-10 11:55:28.233,-0.2173,-0.7964,False,,0
2025-07-10 11:55:31.334,-0.2165,-0.7939,False,,0
2025-07-10 11:55:34.433,-0.2169,-0.7921,False,,0
2025-07-10 11:55:37.528,-0.2140,-0.7940,False,,0
2025-07-10 11:55:40.619,-0.2092,-0.7959,False,,0
2025-07-10 11:55:43.734,-0.2059,-0.7966,False,,0
2025-07-10 11:55:46.832,-0.2045,-0.7899,False,,0
2025-07-10 11:55:49.926,-0.2002,-0.7910,False,,0
2025-07-10 11:55:53.035,-0.3639,-0.7951,False,,0
2025-07-10 11:55:56.133,-0.3168,-0.7563,False,,0
2025-07-10 11:55:59.237,-0.3171,-0.7434,False,,0
2025-07-10 11:56:02.322,-0.3782,-0.7822,False,,0
2025-07-10 11:56:05.433,-0.3786,-0.8050,False,,0
2025-07-10 11:56:08.537,-0.3853,-0.8109,False,,0
2025-07-10 11:56:11.636,-0.4233,-0.8613,False,,0
2025-07-10 11:56:14.746,-0.4409,-0.8942,False,,0
2025-07-10 11:56:17.850,-0.4054,-0.8947,False,,0
2025-07-10 11:56:20.983,-0.3985,-0.9515,False,,0
2025-07-10 11:56:24.110,-0.3239,-0.8960,False,,0
2025-07-10 11:56:27.235,-0.3101,-0.8695,False,,0
2025-07-10 11:56:30.349,-0.3070,-0.8520,False,,0
2025-07-10 11:56:33.451,-0.3256,-0.8161,False,,0
2025-07-10 11:56:36.567,-0.3311,-0.7536,False,,0
2025-07-10 11:56:39.684,-0.2960,-0.7681,False,,0
2025-07-10 11:56:42.816,-0.3167,-0.8534,False,,0
2025-07-10 11:56:45.920,-0.3098,-0.8515,False,,0
2025-07-10 11:56:49.049,-0.3197,-0.8470,False,,0
2025-07-10 11:56:52.152,-0.2837,-0.8126,False,,0
2025-07-10 11:56:55.284,-0.3034,-0.8399,False,,0
2025-07-10 11:56:58.441,-0.3211,-0.8619,False,,0
2025-07-10 11:57:01.552,-0.2964,-0.8740,False,,0
2025-07-10 11:57:04.652,-0.2799,-0.9207,False,,0
2025-07-10 11:57:07.788,-0.3406,-0.9210,False,,0
2025-07-10 11:57:10.913,-0.3537,-0.9286,False,,0
2025-07-10 11:57:14.015,-0.3532,-0.9223,False,,0
2025-07-10 11:57:17.104,-0.3582,-0.9148,False,,0
2025-07-10 11:57:20.211,-0.3334,-0.9121,False,,0
2025-07-10 11:57:23.322,-0.3244,-0.9178,False,,0
2025-07-10 11:57:26.439,-0.3138,-0.9184,False,,0
2025-07-10 11:57:29.558,-0.3175,-0.9216,False,,0
2025-07-10 11:57:32.680,-0.3074,-0.9217,False,,0
2025-07-10 11:57:35.782,-0.3282,-0.9172,False,,0
2025-07-10 11:57:38.884,-0.3530,-0.9059,False,,0
2025-07-10 11:57:42.017,-0.3555,-0.9070,False,,0
2025-07-10 11:57:45.143,-0.3633,-0.9234,False,,0
2025-07-10 11:57:48.259,-0.3552,-0.9296,False,,0
2025-07-10 11:57:51.393,-0.3450,-0.9499,False,,0
2025-07-10 11:57:54.523,-0.3441,-0.9529,False,,0
2025-07-10 11:57:57.648,-0.3453,-0.9738,False,,0
2025-07-10 11:58:00.757,-0.3431,-0.9656,False,,0
2025-07-10 11:58:03.857,-0.3446,-0.9996,False,,0
2025-07-10 11:58:07.004,-0.3550,-0.9997,False,,0
2025-07-10 11:58:10.113,-0.3763,-1.0112,False,,0
2025-07-10 11:58:13.229,-0.3732,-1.0081,False,,0
2025-07-10 11:58:16.327,-0.3714,-1.0040,False,,0
2025-07-10 11:58:19.431,-0.3590,-1.0012,False,,0
2025-07-10 11:58:22.527,-0.3576,-1.0063,False,,0
2025-07-10 11:58:25.620,-0.3720,-1.0058,False,,0
2025-07-10 11:58:28.733,-0.4033,-1.0197,False,,0
2025-07-10 11:58:31.847,-0.3461,-1.0059,False,,0
2025-07-10 11:58:34.946,-0.3740,-1.0008,False,,0
2025-07-10 11:58:38.077,-0.3644,-0.9977,False,,0
2025-07-10 11:58:41.195,-0.3414,-0.9989,False,,0
2025-07-10 11:58:44.313,-0.3304,-0.9693,False,,0
2025-07-10 11:58:47.411,-0.3261,-0.9526,False,,0
2025-07-10 11:58:50.510,-0.3401,-0.9477,False,,0
2025-07-10 11:58:53.611,-0.3486,-0.9851,False,,0
2025-07-10 11:58:56.699,-0.3526,-1.0077,False,,0
2025-07-10 11:58:59.830,-0.3519,-1.0026,False,,0
2025-07-10 11:59:02.931,-0.3395,-1.0257,False,,0
2025-07-10 11:59:06.032,-0.3660,-1.0496,False,,0
2025-07-10 11:59:09.137,-0.3517,-1.0518,False,,0
2025-07-10 11:59:12.269,-0.3364,-1.0288,False,,0
2025-07-10 11:59:15.396,-0.3441,-1.0707,False,,0
2025-07-10 11:59:18.488,-0.3919,-1.0688,False,,0
2025-07-10 11:59:21.605,-0.3905,-1.0705,False,,0
2025-07-10 11:59:24.734,-0.3593,-1.0916,False,,0
2025-07-10 11:59:27.838,-0.3461,-1.0676,False,,0
2025-07-10 11:59:30.938,-0.3529,-1.0664,False,,0
2025-07-10 11:59:34.073,-0.3752,-1.0963,False,,0
2025-07-10 11:59:37.181,-0.3917,-1.0927,False,,0
2025-07-10 11:59:40.292,-0.3642,-1.1100,False,,0
2025-07-10 11:59:43.403,-0.3675,-1.1251,False,,0
2025-07-10 11:59:46.505,-0.3649,-1.1223,False,,0
2025-07-10 11:59:49.639,-0.3619,-1.1247,False,,0
2025-07-10 11:59:52.737,-0.3642,-1.1246,False,,0
2025-07-10 11:59:55.877,-0.3587,-1.1274,False,,0
2025-07-10 11:59:59.029,-0.3559,-1.1264,False,,0
2025-07-10 12:00:02.141,-0.3588,-1.1271,False,,0
2025-07-10 12:00:05.276,-0.3618,-1.1250,False,,0
2025-07-10 12:00:08.395,-0.4031,-1.0568,False,,0
2025-07-10 12:00:11.509,-0.3801,-1.0369,False,,0
2025-07-10 12:00:14.644,-0.3504,-0.9973,False,,0
2025-07-10 12:00:17.747,-0.3469,-1.0081,False,,0
2025-07-10 12:00:20.835,-0.3485,-1.0043,False,,0
2025-07-10 12:00:23.947,-0.3561,-1.0199,False,,0
2025-07-10 12:00:27.074,-0.3518,-1.0222,False,,0
2025-07-10 12:00:30.201,-0.3483,-1.0380,False,,0
2025-07-10 12:00:33.304,-0.4480,-1.0558,False,,0
2025-07-10 12:00:36.404,-0.4258,-1.0404,False,,0
2025-07-10 12:00:39.514,-0.4070,-1.0338,False,,0
2025-07-10 12:00:42.646,-0.4027,-1.0213,False,,0
2025-07-10 12:00:45.752,-0.4017,-1.0146,False,,0
2025-07-10 12:00:48.879,-0.3838,-1.0344,False,,0
2025-07-10 12:00:51.995,-0.3501,-0.9972,False,,0
2025-07-10 12:00:55.113,-0.3465,-1.0198,False,,0
2025-07-10 12:00:58.247,-0.3454,-0.9941,False,,0
2025-07-10 12:01:01.348,-0.3502,-0.9797,False,,0
2025-07-10 12:01:04.480,-0.3661,-0.9677,False,,0
2025-07-10 12:01:07.578,-0.3570,-0.9681,False,,0
2025-07-10 12:01:10.680,-0.3459,-0.9636,False,,0
2025-07-10 12:01:13.782,-0.3612,-0.9529,False,,0
2025-07-10 12:01:16.880,-0.3412,-0.9274,False,,0
2025-07-10 12:01:19.971,-0.3444,-0.9450,False,,0
2025-07-10 12:01:23.045,-0.3385,-0.9457,False,,0
2025-07-10 12:01:26.145,-0.3366,-0.9506,False,,0
2025-07-10 12:01:29.266,-0.3314,-0.9588,False,,0
2025-07-10 12:01:32.387,-0.3349,-0.9521,False,,0
2025-07-10 15:07:34.840,0.0000,0.0000,False,,0
2025-07-10 15:07:37.962,-0.3845,-1.1672,False,,0
2025-07-10 15:07:41.077,-0.3993,-1.2279,False,,0
2025-07-10 15:07:44.172,-0.3899,-1.2453,False,,0
2025-07-10 15:07:47.278,-0.3983,-1.2626,False,,0
2025-07-10 15:07:50.390,-0.4406,-1.2461,False,,0
2025-07-10 15:07:53.519,-0.4592,-1.2501,False,,0
2025-07-10 15:07:56.621,-0.4724,-1.2612,False,,0
2025-07-10 15:07:59.747,-0.4740,-1.2594,False,,0
2025-07-10 15:08:02.846,-0.4761,-1.2614,False,,0
2025-07-10 15:08:05.945,-0.4526,-1.2741,False,,0
2025-07-10 15:08:09.045,-0.4285,-1.2904,False,,0
2025-07-10 15:08:12.147,-0.4274,-1.2845,False,,0
2025-07-10 15:08:15.246,-0.4226,-1.2932,False,,0
2025-07-10 15:08:18.348,-0.4552,-1.2630,False,,0
2025-07-10 15:08:21.447,-0.4458,-1.2728,False,,0
2025-07-10 15:08:24.552,-0.4384,-1.2658,False,,0
2025-07-10 15:08:27.650,-0.3847,-1.3042,False,,0
2025-07-10 15:08:30.752,-0.4009,-1.2993,False,,0
2025-07-10 15:08:33.860,-0.4127,-1.2991,False,,0
2025-07-10 15:08:36.990,-0.4345,-1.2799,False,,0
2025-07-10 15:08:40.117,-0.4322,-1.2825,False,,0
2025-07-10 15:08:43.221,-0.4455,-1.2684,False,,0
2025-07-10 15:08:46.325,-0.4419,-1.2722,False,,0
2025-07-10 15:08:49.417,-0.4233,-1.2423,False,,0
2025-07-10 15:08:52.527,-0.4264,-1.2410,False,,0
2025-07-10 15:08:55.628,-0.4168,-1.2456,False,,0
2025-07-10 15:08:58.764,-0.4196,-1.2447,False,,0
2025-07-10 15:09:01.894,-0.4297,-1.2358,False,,0
2025-07-10 15:09:04.995,-0.4180,-1.2477,False,,0
2025-07-10 15:09:08.132,-0.4294,-1.2353,False,,0
2025-07-10 15:09:11.242,-0.4177,-1.2464,False,,0
2025-07-10 15:09:14.355,-0.4096,-1.2524,False,,0
2025-07-10 15:09:17.463,-0.4577,-1.2723,False,,0
2025-07-10 15:09:20.567,-0.4837,-1.2797,False,,0
2025-07-10 15:09:23.693,-0.4709,-1.2864,False,,0
2025-07-10 15:09:26.796,-0.4885,-1.2800,False,,0
2025-07-10 15:09:29.897,-0.4889,-1.2789,False,,0
2025-07-10 15:09:32.997,-0.4871,-1.2773,False,,0
2025-07-10 15:09:36.097,-0.4794,-1.2818,False,,0
2025-07-10 15:09:39.187,-0.4703,-1.2817,False,,0
2025-07-10 15:09:42.288,-0.4446,-1.3120,False,,0
2025-07-10 15:09:45.421,-0.4596,-1.3046,False,,0
2025-07-10 15:09:48.527,-0.4886,-1.2947,False,,0
2025-07-10 15:09:51.632,-0.4642,-1.3160,False,,0
2025-07-10 15:09:54.768,-0.4567,-1.3239,False,,0
2025-07-10 15:09:57.891,-0.4662,-1.3087,False,,0
2025-07-10 15:10:00.996,-0.4547,-1.3082,False,,0
2025-07-10 15:10:04.128,-0.4773,-1.2920,False,,0
2025-07-10 15:10:07.266,-0.4365,-1.3058,False,,0
2025-07-10 15:10:10.380,-0.4009,-1.3161,False,,0
2025-07-10 15:10:13.468,-0.4148,-1.3076,False,,0
2025-07-10 15:10:16.572,-0.4468,-1.3014,False,,0
2025-07-10 15:10:19.670,-0.4468,-1.3178,False,,0
2025-07-10 15:10:22.772,-0.4489,-1.3248,False,,0
2025-07-10 15:10:25.871,-0.4661,-1.3109,False,,0
2025-07-10 15:10:28.971,-0.4464,-1.2362,False,,0
2025-07-10 15:10:32.076,-0.5303,-1.2380,False,,0
2025-07-10 15:10:35.206,-0.4966,-1.2003,False,,0
2025-07-10 15:10:38.339,-0.5090,-1.2172,False,,0
2025-07-10 15:10:41.470,-0.4670,-1.2552,False,,0
2025-07-10 15:10:44.573,-0.4668,-1.2528,False,,0
2025-07-10 15:10:47.692,-0.4734,-1.2520,False,,0
2025-07-10 15:10:50.812,-0.4679,-1.2545,False,,0
2025-07-10 15:10:53.942,-0.4645,-1.2344,False,,0
